n_speakers,sample_rate,nfft,signal_duration,vad_treshold,pre_emph,frame_length,overlap,window,model,p,pre_processing_time,mfcc_time,model_time,microF1,macroF1
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,7,1.28,38.9,59.31,0.96,0.96
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,6,1.1,19.92,57.99,0.49,0.41
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,8,1.04,29.78,47.25,0.66,0.66
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,6,0.98,14.78,22.0,0.51,0.44
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,5,1.07,21.52,45.89,0.47,0.42
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,VQ,10,1.01,32.56,77.27,0.96,0.97
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,10,1.1,28.44,61.31,0.89,0.9
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,10,1.07,35.52,24.34,0.74,0.81
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,7,0.98,16.78,54.83,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,VQ,5,1.01,18.47,46.21,0.96,0.96
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,8,1.04,24.0,59.64,0.66,0.66
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,12,1.26,54.97,209.35,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,9,1.26,45.04,164.81,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,11,1.26,51.88,144.34,0.87,0.89
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,GMM,11,0.91,22.67,5.16,0.74,0.81
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,9,0.96,20.59,23.23,0.81,0.85
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,SVM,7,1.0,23.89,26.09,0.45,0.47
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,12,1.26,54.99,54.12,0.85,0.88
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,11,1.04,38.87,19.38,0.81,0.85
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,11,1.07,38.84,116.79,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,SVM,5,0.92,11.63,10.89,0.51,0.55
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,GMM,8,0.91,17.25,5.52,0.87,0.89
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,8,0.98,18.52,60.68,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,5,1.28,32.46,49.3,0.89,0.93
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,9,1.04,32.89,16.82,0.79,0.84
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,8,0.96,18.51,22.94,0.66,0.67
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,GMM,7,0.92,15.24,4.84,0.83,0.86
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,VQ,7,0.92,15.24,38.91,0.98,0.98
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,8,0.96,18.51,7.98,0.77,0.83
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,4,1.04,18.72,20.56,0.81,0.86
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,SVM,11,1.01,35.01,28.14,0.85,0.87
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,4,1.08,16.02,56.02,0.47,0.44
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,10,0.96,22.34,23.47,0.87,0.89
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,6,0.98,14.78,48.77,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,7,0.96,16.79,54.95,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,GMM,10,0.91,21.07,5.52,0.83,0.86
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,9,1.04,32.89,47.96,0.85,0.87
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,11,0.98,24.52,9.14,0.83,0.86
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,10,1.26,48.2,58.63,0.89,0.91
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,4,1.04,15.99,62.44,0.98,0.98
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,GMM,12,0.93,24.88,5.71,0.72,0.79
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,GMM,7,0.93,15.25,4.94,0.79,0.82
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,5,1.1,18.07,72.1,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,11,1.08,30.88,27.15,0.74,0.81
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,VQ,4,1.01,15.96,39.81,0.98,0.98
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,9,1.26,45.1,165.85,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,VQ,6,0.91,13.58,34.95,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,6,1.26,35.36,134.31,0.49,0.4
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,8,1.07,29.75,47.8,0.68,0.68
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,5,1.26,32.35,130.13,0.43,0.39
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,SVM,11,0.98,35.01,27.87,0.85,0.87
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,9,1.04,26.39,110.63,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,8,1.08,23.99,24.12,0.79,0.85
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,VQ,5,0.91,11.64,30.15,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,9,0.96,20.59,66.28,0.98,0.98
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,6,1.26,35.36,122.12,0.98,0.98
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,SVM,11,0.91,22.67,13.18,0.81,0.84
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,4,1.07,18.63,17.91,0.77,0.83
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,VQ,8,1.01,26.94,64.24,0.91,0.94
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,7,1.04,27.15,46.62,0.64,0.73
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,SVM,8,0.98,26.9,26.19,0.68,0.68
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,7,1.26,38.99,137.0,0.66,0.66
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,12,0.98,26.26,25.15,0.87,0.89
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,8,1.04,24.0,100.32,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,4,1.26,29.45,69.36,0.62,0.72
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,GMM,10,0.98,32.57,11.98,0.79,0.83
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,8,1.08,23.99,100.98,0.89,0.93
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,7,1.28,38.9,135.98,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,11,0.96,24.5,23.9,0.81,0.76
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,6,1.04,24.21,45.64,0.55,0.52
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,9,0.98,20.58,9.8,0.79,0.84
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,VQ,5,0.93,11.63,30.91,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,9,0.98,20.6,23.46,0.79,0.84
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,6,1.08,19.89,57.61,0.45,0.45
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,VQ,10,0.98,32.57,77.26,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,GMM,11,1.01,35.01,11.81,0.79,0.83
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,GMM,11,0.93,22.65,5.68,0.74,0.81
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,VQ,8,1.0,26.95,64.66,0.94,0.95
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,VQ,9,0.98,29.43,70.92,0.91,0.94
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,VQ,5,0.98,18.45,45.3,0.91,0.93
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,8,1.28,41.62,151.36,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,10,1.28,48.12,48.59,0.87,0.9
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,4,1.07,18.68,45.0,0.43,0.31
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,11,1.04,38.87,116.65,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,GMM,11,0.98,35.01,10.69,0.74,0.81
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,GMM,6,0.91,13.58,4.44,0.91,0.92
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,VQ,9,1.01,29.44,70.42,0.98,0.98
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,11,1.1,30.78,62.46,0.83,0.85
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,8,1.07,29.75,19.35,0.83,0.86
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,5,1.04,21.53,22.15,0.85,0.9
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,10,1.26,48.2,178.91,0.96,0.97
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,7,1.08,22.16,58.55,0.43,0.39
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,8,1.04,29.78,17.3,0.85,0.88
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,9,1.08,26.31,59.79,0.6,0.57
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,VQ,11,1.0,35.02,83.64,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,9,1.26,45.1,51.67,0.83,0.87
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,10,1.04,28.44,120.16,0.96,0.97
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,SVM,10,0.92,21.04,13.39,0.79,0.75
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,SVM,12,0.92,24.9,14.32,0.87,0.89
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,10,1.28,48.12,139.94,0.89,0.9
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,SVM,12,1.0,38.4,28.27,0.91,0.92
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,SVM,4,1.0,15.96,21.23,0.43,0.31
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,11,0.96,24.5,77.6,0.98,0.98
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,5,1.07,21.52,18.03,0.89,0.93
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,SVM,9,1.0,29.42,27.01,0.74,0.73
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,12,1.1,32.76,63.28,0.96,0.96
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,SVM,10,0.98,32.57,27.33,0.91,0.92
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,4,1.04,15.99,24.5,0.81,0.87
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,4,1.26,29.44,54.25,0.81,0.85
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,VQ,6,1.01,21.37,52.24,0.94,0.95
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,9,1.26,45.04,42.36,0.79,0.85
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,GMM,9,0.92,18.91,5.46,0.81,0.85
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,7,1.08,22.16,22.39,0.81,0.87
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,7,1.07,27.26,82.57,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,12,0.96,26.29,24.29,0.91,0.93
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,12,0.98,26.29,83.56,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,11,1.07,38.84,52.87,0.91,0.92
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,7,1.04,27.15,82.41,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,10,1.26,48.08,179.05,0.98,0.98
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,9,0.98,20.6,65.99,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,VQ,7,1.0,23.89,58.75,0.89,0.91
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,7,0.96,16.79,8.28,0.81,0.84
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,5,1.07,21.57,22.34,0.72,0.81
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,VQ,12,0.93,24.88,59.79,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,4,1.26,29.45,128.27,0.43,0.31
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,8,1.07,29.76,17.82,0.79,0.84
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,7,1.1,22.13,22.62,0.94,0.94
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,SVM,5,1.01,18.47,23.78,0.45,0.41
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,5,1.28,32.46,108.55,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,5,1.04,21.53,44.93,0.49,0.43
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,GMM,5,1.01,18.47,10.23,0.89,0.93
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,12,0.98,26.26,83.73,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,11,1.28,51.84,59.06,0.87,0.9
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,9,0.98,20.58,23.55,0.68,0.69
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,GMM,5,0.98,18.45,9.06,0.85,0.9
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,SVM,5,0.98,18.45,23.0,0.45,0.41
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,SVM,6,1.0,21.38,24.12,0.47,0.46
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,6,1.26,35.25,132.31,0.45,0.44
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,GMM,11,1.0,35.02,10.8,0.81,0.85
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,12,0.98,26.29,9.52,0.74,0.81
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,SVM,4,0.93,10.0,10.21,0.47,0.38
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,6,1.04,19.92,20.71,0.83,0.86
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,10,1.07,35.52,49.36,0.89,0.9
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,10,1.28,48.12,179.64,0.98,0.98
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,VQ,11,0.91,22.67,55.38,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,10,1.04,35.54,16.98,0.87,0.89
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,GMM,6,0.98,21.38,8.03,0.79,0.86
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,8,1.26,41.69,50.91,0.79,0.85
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,5,0.98,13.06,7.85,0.74,0.83
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,8,1.04,24.0,22.15,0.89,0.9
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,10,1.07,35.52,23.71,0.83,0.86
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,9,1.1,26.35,60.82,0.83,0.86
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,SVM,6,1.01,21.37,25.02,0.51,0.46
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,SVM,5,0.91,11.64,10.6,0.38,0.36
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,5,1.26,32.35,57.29,0.74,0.83
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,6,1.28,35.29,122.35,0.98,0.98
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,4,1.07,18.63,45.24,0.49,0.42
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,SVM,4,0.98,15.91,21.28,0.51,0.41
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,7,1.04,22.18,17.7,0.87,0.89
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,GMM,4,0.92,10.0,4.24,0.64,0.72
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,4,0.98,11.13,37.3,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,GMM,9,1.01,29.44,9.78,0.79,0.84
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,12,1.07,41.52,21.1,0.81,0.85
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,7,1.26,38.99,136.93,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,7,0.98,16.82,54.95,0.96,0.97
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,12,1.04,32.84,25.72,0.81,0.85
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,4,0.96,11.11,7.48,0.81,0.84
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,11,1.28,51.84,193.27,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,GMM,10,1.01,32.56,9.34,0.77,0.83
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,8,1.1,24.0,59.95,0.66,0.67
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,11,1.04,38.87,50.56,0.85,0.87
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,SVM,11,1.0,35.02,27.74,0.87,0.89
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,7,1.07,27.26,25.13,0.79,0.86
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,GMM,9,1.0,29.42,11.58,0.79,0.84
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,11,1.26,51.79,47.12,0.81,0.85
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,5,1.04,18.05,70.43,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,6,1.28,35.29,131.5,0.53,0.41
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,6,0.96,14.77,6.83,0.77,0.8
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,SVM,6,0.92,13.58,11.28,0.43,0.43
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,VQ,7,1.01,23.87,58.15,0.94,0.95
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,10,0.98,22.33,71.8,0.96,0.96
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,4,0.98,11.13,37.05,0.62,0.73
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,10,1.08,28.31,23.03,0.77,0.83
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,11,0.98,24.55,24.16,0.85,0.87
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,GMM,8,0.93,17.25,4.83,0.87,0.89
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,VQ,12,0.91,24.89,59.36,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,GMM,7,0.91,15.22,4.76,0.79,0.83
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,4,1.08,16.02,61.9,0.87,0.89
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,6,1.08,19.89,24.1,0.79,0.86
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,VQ,4,0.92,10.0,26.51,0.74,0.8
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,9,1.07,32.92,99.35,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,SVM,10,1.01,32.56,27.31,0.89,0.9
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,GMM,8,1.0,26.95,9.2,0.74,0.81
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,5,1.04,18.05,56.35,0.43,0.43
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,9,1.28,45.08,138.87,0.79,0.83
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,9,1.07,32.89,98.83,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,12,1.28,54.91,51.73,0.89,0.91
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,9,1.07,32.92,48.54,0.64,0.66
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,8,0.98,18.57,60.51,0.94,0.95
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,11,0.98,24.52,77.53,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,SVM,4,0.92,10.0,10.46,0.38,0.37
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,4,1.04,18.72,54.67,0.91,0.92
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,SVM,11,0.93,22.65,13.64,0.79,0.82
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,GMM,8,0.98,26.9,8.22,0.79,0.84
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,5,1.08,18.05,71.52,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,10,1.26,48.08,140.34,0.81,0.77
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,4,1.1,16.08,19.33,0.83,0.87
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,VQ,9,1.0,29.42,70.77,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,11,1.07,38.87,49.91,0.79,0.74
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,4,1.26,29.44,93.61,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,8,1.26,41.69,150.39,1.0,1.0
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,10,1.1,28.44,119.83,0.96,0.97
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,8,1.28,41.62,57.68,0.89,0.92
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,11,1.1,30.78,27.88,0.83,0.86
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,5,0.98,13.08,20.26,0.47,0.43
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,5,1.08,18.05,24.24,0.72,0.81
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,12,1.26,54.99,208.75,0.98,0.98
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,4,0.98,11.13,19.24,0.43,0.31
7,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,7,1.26,38.88,135.12,0.38,0.34
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,11,1.28,51.84,142.24,0.85,0.87
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,12,0.98,26.29,24.55,0.96,0.96
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,4,0.98,11.13,19.12,0.47,0.42
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,10,1.04,35.54,48.59,0.94,0.94
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,VQ,8,0.93,17.25,43.25,0.96,0.97
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,11,1.26,51.88,195.21,1.0,1.0
7,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,GMM,7,1.0,23.89,9.86,0.74,0.81
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,VQ,11,0.98,35.01,83.5,0.98,0.98
7,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,4,1.28,29.43,54.74,0.79,0.83
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,GMM,4,0.98,15.91,8.46,0.79,0.85
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,SVM,11,0.92,22.68,13.41,0.91,0.92
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,12,1.07,41.53,52.7,0.96,0.96
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,7,1.07,27.26,47.1,0.45,0.54
7,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,VQ,4,0.93,10.0,26.55,0.96,0.96
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,6,1.07,24.14,46.29,0.47,0.47
7,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,SVM,7,0.92,15.24,12.35,0.57,0.57
7,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,8,1.26,41.76,151.7,0.98,0.98
7,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,9,0.98,20.58,66.23,1.0,1.0
7,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,5,0.96,13.05,20.03,0.36,0.35
7,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,SVM,4,0.91,9.99,10.41,0.51,0.42
7,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,VQ,11,1.01,35.01,82.92,0.98,0.98
7,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,8,1.07,29.75,90.75,0.94,0.95
7,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,GMM,9,0.98,29.43,8.28,0.74,0.81
8,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,GMM,9,1.09,33.05,10.89,0.88,0.91
8,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,5,1.06,14.78,11.28,0.67,0.72
